cow_id,scan_number,day,conductivity_raw_mScm,temperature_C,conductivity_temp_adjusted_mScm,milk_pH,somatic_cell_count,milk_yield_L,clotting,as7343_F1,as7343_F2,as7343_FZ,as7343_F3,as7343_F4,as7343_F5,as7343_FY,as7343_FXL,as7343_F6,as7343_F7,as7343_F8,as7343_NIR,as7343_VIS,as7343_FD,conductivity_deviation,prev_risk_score,risk_moving_avg_3scan,risk_slope,risk_score,risk_label,split
C0643,5,15,4.228,36.38,4.157,6.844,103,21.34,0,988,745,2115,1710,2372,2721,3693,3878,3781,3522,3143,2117,15597,1197,-0.532,7.38,8.93,1.36,8.74,Healthy,train
C0488,2,6,5.239,36.25,5.164,6.804,284,17.89,0,1517,1058,3253,2616,3303,3756,4825,5612,5333,4844,4290,3130,22499,1572,0.475,19.12,19.33,8.79,27.91,Healthy,train
C0625,2,6,5.116,35.22,5.143,6.594,198,16.97,0,1329,946,2821,2262,3035,3551,4424,4725,4510,3949,3862,2805,18848,1456,0.454,16.89,16.06,-1.27,15.61,Healthy,train
C0662,2,6,4.656,35.95,4.616,6.61,101,17.65,0,1137,889,2345,2045,2666,3169,4022,4728,4335,3844,3495,2499,18732,1353,-0.073,13.39,12.91,-2.31,11.07,Healthy,train
C0035,5,15,4.081,34.76,4.138,6.537,158,20.67,0,1204,864,2648,2321,2707,3087,4165,4406,4404,3671,3847,2360,18543,1390,-0.551,8.56,7.48,-0.26,8.3,Healthy,train
C0794,6,18,4.641,36.5,4.553,6.418,154,21.15,0,1135,881,2455,2045,2732,3197,4210,4650,4425,3960,3655,2551,18812,1366,-0.136,16.37,13.66,-5.24,11.14,Healthy,train
C0149,2,6,5.49,34.65,5.579,6.552,63,17.51,0,1086,836,2348,1877,2653,3237,3950,4034,3977,3598,3172,2117,16573,1277,0.89,13.18,13.58,4.04,17.22,Healthy,train
C0486,1,3,6.79,38.29,6.43,6.95,521,8.8,0,1544,1162,3174,2631,3639,4130,5404,5824,5603,5124,4978,3435,23839,1667,1.741,56.46,56.48,18.28,74.74,Clinical,train
C0522,5,15,5.249208505048454,36.28173731677487,5.171249603134822,6.812041528745884,369,16.339499932411325,0,1382,1124,2753,2443,3367,4262,4742,6036,5313,4749,4511,2976,22170,1579,0.4822496031348214,18.177877541932475,21.567042660419624,13.241491589575691,31.41936913150817,Subclinical,train
C0083,2,6,6.75,37.65,6.474,7.05,524,7.4,0,1481,1232,3574,2979,4069,4773,6137,6614,6276,6044,5226,3475,26513,1864,1.785,54.33,54.58,18.54,72.87,Clinical,train
C0436,6,18,6.361087824036575,37.11,6.1667518293688,7.01231350615284,416,13.386030602957057,1,1964,1446,4656,3534,5492,5730,8113,8212,7623,7046,7041,4386,33426,2212,1.4777518293688008,39.69933997950237,44.17196673093045,27.66795342903629,67.3659653978742,Subclinical,train
C0401,4,12,4.273,35.46,4.276,6.64,233,20.51,0,1423,1111,3275,2509,3281,3719,4654,5509,5093,4481,4475,2895,21329,1478,-0.413,10.06,11.41,2.7,12.76,Healthy,train
C0171,1,3,4.589,35.0,4.633,6.785,103,21.49,0,1201,884,2613,2200,2837,3381,4261,4656,4627,4042,3621,2524,18768,1399,-0.056,10.42,10.95,1.42,11.84,Healthy,train
C0468,3,9,4.455,36.4,4.379,6.9,81,20.0,0,1116,852,2469,2050,2666,2891,4262,4361,4293,3633,3198,2174,18034,1329,-0.31,10.2,9.83,-1.0,9.2,Healthy,train
C0053,1,3,4.587,34.87,4.642,6.592,181,20.01,0,1302,875,2727,2241,2928,3229,4244,4592,4362,4102,3687,2473,18695,1453,-0.047,12.67,12.67,0.0,12.67,Healthy,train
C0270,1,3,4.716,36.1,4.662,6.698,161,20.35,0,1060,760,2195,1943,2641,2964,3935,4395,3867,3768,3564,2197,17196,1346,-0.027,10.34,11.66,2.65,12.98,Healthy,train
C0539,5,15,5.317,35.3,5.337,7.04,177,24.38,0,1346,979,2783,2395,3241,3692,4566,5090,4689,4391,4149,2968,21281,1546,0.648,16.66,18.39,2.28,18.94,Healthy,train
C0625,6,18,4.522,35.41,4.53,6.628,173,17.02,0,1335,1011,2937,2410,3330,3651,4753,4670,4447,4259,3717,2652,20121,1414,-0.159,13.18,10.95,-4.56,8.62,Healthy,train
C0567,2,6,5.64,36.67,5.515,6.836,299,14.72,0,1415,1048,2914,2371,3087,3671,4560,5075,4886,4364,3920,2549,20743,1478,0.826,23.8,25.7,12.35,36.14,Subclinical,train
C0200,5,15,6.9,38.66,6.486,7.03,712,6.8,1,2273,1698,4789,3975,4769,5393,6734,8172,7314,7932,6731,4537,31623,2133,1.797,77.51,71.67,12.39,89.9,Clinical,train
C0070,2,6,4.98,34.4,5.084,6.837,99,14.48,0,1342,952,2917,2076,2912,3285,4435,4526,4381,3973,3716,2695,18118,1378,0.395,13.7,12.66,-2.27,11.43,Healthy,train
C0320,3,9,5.054,35.24,5.079,6.609,78,28.21,0,1153,836,2507,2047,3000,3366,4158,4395,4335,3957,3447,2341,18462,1354,0.39,11.05,10.81,-1.49,9.56,Healthy,train
C0642,4,12,4.435,34.94,4.482,6.591,78,23.84,0,994,772,2156,1766,2357,2773,3446,3629,3665,3474,3091,2076,15707,1100,-0.207,9.87,7.79,-3.64,6.23,Healthy,train
C0565,6,18,5.617625762005044,36.411025971805465,5.520577390915344,6.816903768180776,294,17.313727069144267,0,1420,1081,2880,2239,3463,4000,5179,5396,5185,4850,4268,2876,22203,1651,0.8315773909153437,17.719951657192066,21.819765799954148,15.683121154622572,33.40289205817848,Subclinical,train
C0741,5,15,4.359,36.27,4.295,6.846,72,19.53,0,1051,843,2410,1968,2515,2995,4032,4661,3952,3673,3387,2294,17278,1303,-0.394,9.85,9.85,0.0,9.85,Healthy,train
C0779,2,6,6.77,37.43,6.522,7.27,543,9.3,1,2098,1600,4195,3777,5044,5536,7906,8915,8195,7429,6267,4335,33469,2321,1.833,65.88,61.93,17.87,83.74,Clinical,train
C0280,2,6,5.006,35.83,4.975,6.725,132,24.81,0,1231,932,2713,2200,2671,3438,4404,4785,4565,4359,3879,2647,18876,1404,0.286,13.72,14.77,0.95,14.67,Healthy,train
C0221,6,18,4.59,36.18,4.531,6.683,52,16.65,0,1218,819,2561,2013,2461,2855,3654,4415,3943,3660,3674,2322,17184,1310,-0.158,11.33,9.35,-4.19,7.14,Healthy,train
C0233,1,3,5.23,34.9,5.29,6.65,116,17.39,0,1204,964,2749,2388,2959,3575,4427,4589,4381,4191,3339,2614,19329,1438,0.601,14.88,15.72,1.69,16.57,Healthy,train
C0676,2,6,5.055,36.63,4.946,6.694,158,19.38,0,1281,986,2823,2216,3226,3812,5001,4759,4328,4162,3879,2678,19649,1421,0.257,15.45,17.13,3.35,18.8,Healthy,train
C0587,2,6,6.134579276665781,37.674676726976095,5.8828556003263,6.899567425516416,380,11.70307727325698,1,1897,1415,4331,3276,4562,5231,6316,7880,6912,6653,6113,4309,29560,1900,1.1938556003262997,36.87139625353265,41.599556654138645,27.467938727675307,64.33933498120795,Subclinical,train
C0741,4,12,5.004,35.86,4.97,6.727,189,19.06,0,1335,1058,2884,2478,3682,3685,4941,5025,4898,4200,4210,2623,21065,1561,0.281,12.84,16.34,7.0,19.84,Healthy,train
C0436,4,12,5.098,36.04,5.046,6.737,220,18.44,0,1279,911,2850,2112,3179,3572,4804,4751,4141,4037,4085,2615,19820,1442,0.357,11.35,14.93,7.17,18.51,Healthy,train
C0758,5,15,5.757766903316325,37.18236894014034,5.57346071897616,7.005965354836935,452,12.5670505991468,1,2009,1534,4577,3659,5096,5732,7544,8370,7800,7170,6386,4319,32681,2147,0.8844607189761604,33.729531981835585,39.75496276537757,29.61564654465356,63.34951373386495,Subclinical,train
C0292,4,12,4.478,36.37,4.404,6.858,150,22.81,0,1241,961,2809,2289,3058,3507,4488,5073,4514,4442,4094,2646,20738,1466,-0.285,8.66,8.66,0.0,8.66,Healthy,train
C0265,6,18,6.798093083832495,38.56196327923101,6.402375577371724,7.204110162306973,482,9.4,0,1767,1278,3861,2986,4276,4886,5920,6597,6358,5708,5454,3680,27438,1861,1.7133755773717234,53.30312126536425,55.00968915537359,20.863870195398512,74.16502818153175,Clinical,train
C0202,6,18,5.125,35.31,5.144,6.443,172,24.48,0,1295,988,2813,2312,3236,3625,4873,4726,4589,4485,3785,2542,20038,1383,0.455,16.36,17.36,2.37,18.73,Healthy,train
C0713,1,3,4.905,35.32,4.922,6.628,176,17.1,0,1298,918,2504,2121,3016,3529,4626,4790,4076,4145,3944,2542,20213,1437,0.233,15.18,15.18,0.0,15.18,Healthy,train
C0371,1,3,6.31,38.3,5.974,7.1,493,10.2,1,1785,1424,4039,3219,4315,5003,6380,7544,6464,6181,5540,4162,29112,1966,1.285,58.7,55.44,17.46,76.15,Clinical,train
C0440,3,9,6.538553364248681,36.998984112102384,6.352399135288898,7.015058738343687,394,10.02162733756831,1,1997,1424,4161,3443,4708,5105,7072,7294,7303,6765,6015,4165,30962,2072,1.6633991352888975,40.60670840936055,43.27354999915924,26.26189696305292,66.86860537241348,Subclinical,train
C0050,2,6,5.827321731157364,37.18712648583756,5.640465406865486,6.851704053648477,400,13.466176775088876,0,1485,1242,3368,2785,3353,3969,5541,5733,6130,5530,4724,3218,25108,1759,0.9514654068654858,27.46468271843912,31.927785430875694,18.201461138997605,45.67042547889612,Subclinical,train
C0199,1,3,4.326,35.72,4.308,6.719,130,22.34,0,1189,816,2453,2005,2907,3099,3957,4465,3961,4011,3659,2463,18003,1278,-0.381,9.54,9.54,0.0,9.54,Healthy,train
C0381,6,18,4.912,36.47,4.821,6.625,183,14.39,0,1107,905,2503,1897,3236,3555,4719,5065,4375,4237,3758,2483,19689,1397,0.132,17.43,17.43,0.0,17.43,Healthy,train
C0129,4,12,4.785,36.01,4.739,6.752,218,20.54,0,1167,891,2629,2032,3075,3465,4632,4956,4919,4381,3946,2690,20237,1429,0.05,14.45,15.85,2.81,17.26,Healthy,train
C0243,6,18,4.753,35.88,4.719,6.584,147,16.36,0,1260,817,2660,2098,2668,3253,4039,4458,4014,4008,3782,2550,18225,1290,0.03,15.59,15.59,0.0,15.59,Healthy,train
C0492,5,15,5.647916470827183,37.462806478445664,5.438429449388492,7.058340786668402,460,12.32081468485266,1,1746,1326,4033,3136,4432,4913,6555,7075,6619,6041,6082,4072,28489,1921,0.749429449388492,32.408730342035895,39.00120530690714,27.65562326032908,60.06435360236498,Subclinical,train
C0687,6,18,6.813946590791125,37.9092182599847,6.502167760493497,6.980066761511093,556,13.780837670566209,0,1640,1223,3643,2727,3946,4110,5404,6456,5951,5780,5119,3362,25731,1807,1.813167760493497,55.69542368481256,56.013612556855406,23.11827389977048,78.80473667158381,Clinical,train
C0758,3,9,4.461,34.86,4.515,6.633,106,23.46,0,982,738,2212,1753,2396,2634,3350,4205,3679,3572,2852,1865,15890,1298,-0.174,8.47,7.88,-0.6,7.87,Healthy,train
C0349,2,6,5.097,35.7,5.078,6.442,107,22.35,0,1068,834,2532,2027,2722,3150,4009,4691,4254,4158,3448,2325,17969,1252,0.389,10.42,13.07,2.31,12.73,Healthy,train
C0098,2,6,4.976,35.58,4.968,6.688,193,27.87,0,1472,1043,2982,2533,3435,3880,5139,5436,4971,4631,4508,2918,22331,1631,0.279,17.48,17.48,0.0,17.48,Healthy,train
C0372,2,6,6.238825934983224,37.83757491261535,5.961855082135069,6.985218603638841,563,9.636761097525165,1,1863,1399,3842,3295,4421,5191,6481,7180,7292,6535,5713,3806,29302,2002,1.2728550821350688,61.47631236444007,56.93180608171144,15.64476503847524,77.11335675454073,Clinical,train
C0016,6,18,6.639622622392895,37.46630292476348,6.391510943127454,7.024206210999792,471,12.102328359785185,1,1909,1449,4330,3412,4793,5177,7027,7789,7377,7041,5841,4129,31274,2068,1.702510943127454,52.715051463697534,53.28052941253871,23.905572723317533,76.61556214297872,Clinical,train
C0503,6,18,6.77,38.04,6.443,7.17,838,9.6,1,2189,1628,4741,3674,5272,5861,8213,8413,7639,7081,6644,4520,34157,2189,1.754,79.16,72.54,11.2,90.36,Clinical,train
C0307,3,9,4.557,35.5,4.557,6.39,172,21.95,0,1128,858,2401,1872,3030,3387,4250,4888,4342,4018,3591,2303,18615,1379,-0.132,11.08,12.37,2.25,13.34,Healthy,train
C0039,1,3,7.04,37.98,6.708,7.18,974,7.7,1,2243,1556,4833,3700,4594,4829,6251,7735,7547,7681,6640,4497,31720,2124,2.019,84.86,78.47,11.03,95.89,Clinical,train
C0756,1,3,5.126,36.33,5.045,6.764,255,17.08,0,1321,1004,2994,2346,3118,3380,4466,4699,4834,4347,3865,2444,20047,1430,0.356,17.15,17.55,6.65,23.8,Healthy,train
C0722,6,18,4.446,36.58,4.355,6.84,146,22.05,0,1129,842,2458,2058,2825,3294,4046,4646,4553,4142,3662,2364,17941,1340,-0.334,9.97,9.97,0.0,9.97,Healthy,train
C0118,3,9,4.9,35.6,4.891,6.642,169,22.33,0,1244,971,2661,2181,2950,3308,4387,5303,4845,4479,3940,2613,19676,1439,0.202,13.75,14.33,1.12,14.87,Healthy,train
C0329,1,3,5.510858781060698,38.62194362892779,5.172109085759445,6.892183102479082,629,14.701891274503067,1,1674,1322,4203,3320,3987,4488,6267,6390,7063,6086,5519,3541,27246,1762,0.4831090857594446,43.86061177248441,47.85616509656914,30.169255540141226,74.04349709101997,Clinical,train
C0698,4,12,4.767,34.81,4.829,6.509,171,20.74,0,1289,966,2886,2332,3165,3675,4683,4949,4386,4462,3695,2427,19837,1474,0.14,12.29,13.31,2.04,14.33,Healthy,train
C0538,6,18,4.951,35.5,4.951,6.72,202,15.05,0,1438,1050,2958,2441,3186,3370,4394,5095,5001,4573,4061,2944,20977,1458,0.262,15.9,15.9,0.0,15.9,Healthy,train
C0094,1,3,7.580558347147107,37.25390279820352,7.328206835408821,7.039139305195466,592,10.736727887108316,1,2006,1670,4454,3292,4635,5304,6742,7593,7366,6864,6096,4196,31169,2021,2.63920683540882,76.97736983607261,70.24162133010131,12.820408038991411,89.79707485158745,Clinical,train
C0736,3,9,4.805,35.98,4.761,6.715,227,19.8,0,1258,1049,2709,2139,2963,3434,4431,4862,4710,4460,3533,2674,20024,1465,0.072,12.46,14.84,4.75,17.21,Healthy,train
C0177,5,15,4.435,35.77,4.412,6.776,204,21.88,0,1367,953,2668,2217,2983,3439,4362,4720,4553,4048,3725,2684,19332,1378,-0.277,10.69,11.94,3.11,13.81,Healthy,train
C0425,6,18,4.82,35.4,4.829,6.663,144,18.52,0,1258,913,2518,1954,2634,3018,4022,4926,4373,3877,3411,2333,18038,1323,0.14,11.62,12.76,4.15,15.78,Healthy,train
C0656,1,3,5.078,35.28,5.099,6.712,213,25.42,0,1412,1005,3155,2460,3392,3617,4812,5111,4728,4408,4332,2940,21348,1492,0.41,17.38,16.31,-0.44,16.94,Healthy,train
C0032,3,9,6.97,37.65,6.685,7.16,528,11.8,1,2072,1541,4309,3700,4999,4956,6404,6872,7400,7186,6634,4545,30386,2033,1.996,67.69,63.32,14.39,82.08,Clinical,train
C0081,6,18,5.716,37.18,5.534,6.806,262,14.16,0,1645,1191,3428,2961,3582,4253,5655,6195,5238,5084,4684,3028,24906,1680,0.845,25.22,24.54,7.56,32.77,Subclinical,train
C0640,3,9,6.789716111821757,37.88121024666542,6.482272568609623,7.440764136671034,817,7.161703329069464,1,1991,1493,4081,3285,4479,4287,5839,7355,6419,6086,5964,4003,28055,1875,1.7932725686096234,83.03428142518626,75.18126979719153,11.992565773795178,95.02684719898144,Clinical,train
C0759,1,3,4.914,36.26,4.843,6.691,210,17.13,0,1202,929,2636,2013,2680,3073,3933,4480,4307,3935,3505,2324,17958,1304,0.154,15.21,15.66,0.91,16.12,Healthy,train
C0228,5,15,5.737320603634191,36.63,5.614524020707825,6.825711156085505,264,13.417811049026264,0,1454,1074,3147,2391,3640,3909,5072,5548,4861,4853,4009,2777,22088,1582,0.9255240207078256,22.99522413363393,24.438283426460607,11.9583075366271,34.95404021294511,Subclinical,train
C0407,5,15,4.933,35.61,4.923,6.614,144,23.14,0,1362,946,2885,2084,3172,3705,4731,4898,4782,4311,4049,2822,20768,1408,0.234,12.3,12.3,0.0,12.3,Healthy,train
C0490,5,15,7.75,37.52,7.453,7.24,638,7.5,1,2067,1631,4593,3538,4877,5269,6805,7315,7061,6826,6317,4427,31546,2091,2.764,79.4,74.09,14.58,93.98,Clinical,train
C0427,3,9,6.867066990863558,37.6854891209722,6.582518078766337,6.95479715187258,521,8.116312402062285,1,1979,1453,3938,3510,4818,5393,7356,8254,7126,6748,6489,4170,30820,2057,1.8935180787663373,58.81174366853226,59.12944595308399,24.149730765825925,82.95708720633388,Clinical,train
C0045,2,6,4.469,35.95,4.431,6.619,200,18.66,0,1256,981,2841,2155,3118,3562,4536,4954,4670,4472,4086,2528,19779,1484,-0.258,14.1,12.41,-2.94,11.16,Healthy,train
C0776,3,9,4.794,35.5,4.794,6.684,177,17.63,0,1178,882,2608,2198,2854,3457,4153,4404,4405,3993,3243,2282,18954,1342,0.105,14.01,13.41,-0.95,13.05,Healthy,train
C0743,6,18,6.066714958641394,37.24458937930154,5.865733208450214,7.007550186974257,436,12.931916229926172,1,1954,1447,4617,3521,5332,5843,7961,8311,7245,7085,6546,4313,32680,2142,1.176733208450215,35.81089079722218,41.57839491205752,30.540692597501447,66.3590605824626,Subclinical,train
C0791,4,12,4.105,35.11,4.135,6.823,199,23.51,0,1244,937,2793,2227,3051,3428,4237,4696,4737,4299,3873,2638,18948,1496,-0.554,6.6,7.25,0.21,6.81,Healthy,train
C0233,6,18,5.215313565690193,36.91383523652465,5.075319395520383,6.855861852818013,394,11.52430926409006,1,1737,1378,3662,3196,4418,4663,6408,6744,6347,6265,5562,3722,26562,1792,0.3863193955203833,23.19255267388302,29.74408371203277,24.186015197145483,47.3785678710285,Subclinical,train
C0198,2,6,7.65,37.27,7.393,7.23,726,10.1,1,2180,1694,4842,3621,4946,5621,7131,8232,7776,6641,6150,4692,31445,2065,2.704,78.25,73.69,16.08,94.33,Clinical,train
C0065,3,9,4.785,35.79,4.759,6.597,170,22.91,0,1328,1031,2890,2321,2841,3438,4576,4633,4399,4232,3758,2507,19126,1401,0.07,10.07,11.95,4.24,14.31,Healthy,train
C0544,1,3,4.509,35.34,4.523,6.496,146,21.62,0,1254,907,2349,2041,2729,3237,4200,4097,3958,3626,3580,2311,17581,1327,-0.166,9.32,9.49,-0.35,8.97,Healthy,train
C0394,5,15,4.596,35.6,4.587,6.673,160,18.5,0,1166,897,2491,2175,2579,3004,4017,4630,3995,3636,3548,2322,18190,1337,-0.102,9.94,9.94,0.0,9.94,Healthy,train
C0111,2,6,4.914,36.19,4.85,6.671,199,18.06,0,1204,868,2646,2133,3105,3321,4297,4144,4111,3743,3379,2333,18305,1328,0.161,19.07,19.43,-1.8,17.27,Healthy,train
C0131,3,9,6.509124150511267,37.10042847515622,6.312191828129143,7.0148699185627725,389,9.867879584396894,1,1983,1414,4084,3430,4711,5079,7030,7291,7279,6700,5975,4155,30853,2070,1.6231918281291426,40.04370030880516,43.11780488623367,26.778721145805715,66.82242145461088,Subclinical,train
C0002,1,3,4.533,35.21,4.558,6.677,145,19.54,0,1061,809,2250,1818,2560,2922,3763,4011,3772,3681,3154,2168,16233,1220,-0.131,9.23,10.55,1.13,10.36,Healthy,train
C0245,2,6,4.334,34.81,4.391,6.575,215,21.34,0,1190,863,2508,2144,2842,3500,4073,4687,4834,4480,3789,2683,19641,1413,-0.298,8.88,10.46,1.8,10.68,Healthy,train
C0188,1,3,6.00879439413739,37.90394663949167,5.734620061143745,7.482585544718865,486,6.280634929864435,0,1600,1237,3616,2898,4031,4971,5841,6121,5367,5301,4905,3313,24373,1576,1.0456200611437445,43.54212494784807,44.8768949580387,16.24404322803022,59.78791150581476,Subclinical,train
C0316,4,12,4.588,36.54,4.497,6.909,142,21.84,0,1107,818,2451,1952,2885,3312,4095,4744,4351,4234,3654,2434,18447,1369,-0.192,9.97,10.53,1.12,11.09,Healthy,train
C0089,5,15,6.176246598752076,39.76919629399917,5.677927784902409,7.156634884223421,638,2.104631691196018,0,1556,1181,3236,2940,3927,4345,6339,6125,5250,5721,4940,3414,26374,1713,0.9889277849024086,60.16622725894932,61.16633624873338,22.09583132807309,82.26205858702241,Subclinical,train
C0316,6,18,6.83,37.62,6.555,7.11,569,10.3,1,1894,1450,4162,3448,4632,5336,6726,7147,6854,6232,5840,3921,29604,2004,1.866,67.81,63.19,15.59,83.4,Clinical,train
C0054,4,12,4.377,35.64,4.365,6.662,137,20.68,0,1206,884,2562,2066,2721,3176,4180,4963,4742,4389,3856,2496,19715,1489,-0.324,8.29,9.9,1.39,9.68,Healthy,train
C0244,1,3,4.623,35.33,4.638,6.548,31,19.87,0,993,756,2100,1747,2308,2784,3531,3738,3462,3394,3187,2061,15128,1230,-0.051,10.64,10.64,0.0,10.64,Healthy,train
C0659,5,15,4.578,35.53,4.575,6.516,201,20.86,0,1232,921,2598,2146,2897,3337,4596,4924,4407,4351,3394,2489,19968,1494,-0.114,15.19,15.19,0.0,15.19,Healthy,train
C0643,3,9,6.5,37.85,6.21,7.068,492,12.22,0,1670,1269,3444,2647,4036,4366,6371,6416,6401,5774,5098,3291,26667,1769,1.521,49.51,48.67,19.69,69.2,Subclinical,train
C0115,4,12,5.6704796436306015,37.07271270115277,5.501293453976434,6.90475463221941,501,14.487977816138844,0,1610,1132,3300,2685,3413,4253,5206,5730,5638,5281,5180,3442,23851,1669,0.8122934539764345,32.1450310930961,33.974772069749235,20.10940821873577,52.2417266106791,Subclinical,train
C0166,2,6,5.905891709124719,36.3288853635941,5.8120625714964165,6.971284770619497,391,14.630569541238993,0,1581,1135,3345,2565,4139,4293,5914,6299,6000,5240,4391,3151,24353,1712,1.1230625714964162,28.3798117130043,29.768249765719844,17.474140746686466,45.85395245969077,Subclinical,train
C0298,3,9,4.95,35.86,4.916,6.712,160,20.82,0,1155,898,2662,2020,3145,3450,4179,4584,4163,4029,3703,2475,19088,1472,0.227,14.16,14.58,0.83,14.99,Healthy,train
C0344,3,9,4.547,34.57,4.627,6.493,157,17.51,0,1204,871,2562,2051,2841,3181,4329,4542,4498,3655,3353,2357,18916,1360,-0.062,8.72,8.72,0.0,8.72,Healthy,train
C0461,2,6,4.831,34.93,4.883,6.66,168,18.7,0,985,827,2447,1923,2799,3234,4048,4374,4408,3805,3772,2412,17744,1364,0.194,13.5,13.96,-0.88,12.62,Healthy,train
C0786,6,18,4.89,35.38,4.901,6.659,168,20.29,0,1336,1027,2952,2369,3171,3717,5034,4991,4938,4306,3776,2615,21140,1498,0.212,10.74,13.06,4.19,14.93,Healthy,train
C0535,3,9,5.894932410668819,36.61524909775813,5.7741885949491465,6.786090813803696,329,16.480792015674385,0,1535,1062,3159,2656,3387,4055,4786,6153,5684,4890,4516,3162,23198,1644,1.0851885949491462,24.26691090050901,28.46294272415252,17.453590748097312,41.72050164860632,Subclinical,train
C0167,5,15,6.380621296271188,37.41317095978496,6.146938392249684,6.825693929470619,366,15.816066283342035,1,1929,1428,4275,3579,4517,5284,6863,8040,7665,7095,5576,4096,31208,2082,1.4579383922496845,31.34823429504972,39.57187432634963,36.5926567654446,67.94089106049432,Clinical,train
C0040,2,6,5.032,36.33,4.953,6.419,191,23.33,0,1335,942,2902,2367,3137,3728,4680,5186,5075,4496,3878,2695,20928,1456,0.264,21.5,20.72,-2.81,18.7,Healthy,train
C0547,5,15,5.504,37.22,5.324,6.946,438,16.39,0,1379,1087,3089,2348,3938,3978,5682,5615,5203,4705,4265,3274,23014,1656,0.635,30.98,31.78,14.64,45.62,Subclinical,train
C0613,2,6,7.694247539191109,38.80030030249176,7.209339073415519,7.071296233163722,478,8.969791311545942,0,1654,1251,3561,2922,3807,4126,5391,6145,5897,5635,5232,3435,24704,1760,2.520339073415519,66.89783252703155,66.40212757782099,19.363379708545345,86.26121223557689,Clinical,train
C0106,2,6,4.674,35.95,4.634,6.581,167,19.24,0,1049,827,2466,1908,2662,3093,3986,4425,4306,3816,3468,2295,17815,1450,-0.055,14.91,13.25,-2.88,12.03,Healthy,train
C0638,1,3,6.55,38.07,6.23,6.995,519,10.57,1,1961,1559,4146,3603,4842,5642,7051,6864,7200,6119,6246,4156,30736,1969,1.541,48.12,54.06,32.81,80.93,Clinical,train
C0781,4,12,4.889,35.58,4.882,6.726,139,22.57,0,980,767,2283,1762,2615,3216,4073,4370,4330,3897,3190,2231,17496,1353,0.193,16.33,12.84,-4.57,11.76,Healthy,train
C0304,2,6,4.892,36.24,4.823,6.664,198,18.54,0,1215,897,2626,2063,2884,3328,4594,4490,3978,3676,3109,2299,18611,1452,0.134,21.94,19.92,-2.86,19.07,Healthy,train
C0071,3,9,4.666,36.1,4.613,6.73,130,23.87,0,1265,954,2788,2199,2691,3046,3986,4947,4403,3996,3886,2633,19069,1359,-0.076,13.21,13.21,0.0,13.21,Healthy,train
C0035,2,6,4.547,35.48,4.549,6.661,154,20.82,0,1143,898,2493,1857,2790,3107,4181,4520,4544,4236,3782,2513,18132,1306,-0.14,9.54,9.53,-0.03,9.51,Healthy,train
C0667,6,18,4.517,34.94,4.565,6.807,159,22.01,0,1174,910,2746,2153,3153,3379,4544,5121,4896,4431,3939,2757,20182,1436,-0.124,9.04,9.04,0.0,9.04,Healthy,train
C0550,6,18,7.107144451912649,37.396345917123625,6.852698188425537,7.093602850664917,554,10.359672572319807,1,1942,1546,4398,3310,4816,5195,6962,7629,7281,6952,6030,4166,31252,2044,2.163698188425537,69.45302155429307,64.58998111177137,15.325731130586156,84.77386015790502,Clinical,train
C0140,2,6,4.111,35.42,4.117,6.621,110,18.46,0,1163,848,2385,1928,2774,3266,4130,4447,4025,3723,3368,2414,17306,1308,-0.572,7.12,9.27,4.31,11.43,Healthy,train
C0682,1,3,4.802,35.33,4.818,6.59,180,26.39,0,1088,776,2286,1866,2483,2949,3885,4106,3915,3495,3206,2094,17115,1255,0.129,11.21,13.71,3.48,14.69,Healthy,train
C0400,5,15,5.226,35.77,5.199,6.664,143,23.32,0,1236,906,2874,2296,3167,3444,4239,4447,4173,4083,3659,2514,19289,1442,0.51,16.86,16.86,0.0,16.86,Healthy,train
C0376,3,9,4.528,36.29,4.46,6.754,166,22.45,0,1209,909,2596,2166,2770,3458,4460,4794,4437,4397,3880,2494,19548,1500,-0.229,13.77,10.12,-4.84,8.93,Healthy,train
C0034,5,15,4.596,35.5,4.596,6.755,234,17.57,0,1145,873,2343,2027,2690,3018,4152,4610,4683,4262,3605,2377,18614,1368,-0.093,16.35,13.62,-2.76,13.59,Healthy,train
C0478,5,15,4.669,36.39,4.59,6.8,178,18.67,0,1170,863,2540,2197,3000,3308,4533,5009,4585,4001,3720,2587,19119,1458,-0.099,12.8,13.98,-0.47,12.33,Healthy,train
C0162,5,15,6.1626328482872825,37.60460548434627,5.916337758720059,6.946107890313074,402,11.914895356169565,1,1807,1330,4063,3420,4832,5279,7172,6870,6641,6338,5930,4004,29980,1963,1.2273377587200585,40.40812394935521,42.909488666205945,23.34200475414325,63.7440135663898,Subclinical,train
C0421,3,9,5.71,38.29,5.407,7.23,593,8.6,1,1733,1293,3942,3223,4580,5305,7044,7858,7154,6685,6318,4339,30653,2034,0.718,57.67,53.8,17.94,75.61,Clinical,train
C0438,3,9,3.892,36.05,3.851,6.513,135,19.08,0,1115,859,2500,1850,2836,2967,4259,4300,4021,3685,3626,2263,18243,1320,-0.838,7.12,7.12,0.0,7.12,Healthy,train
C0465,2,6,6.417709671799546,37.73133877430523,6.145117728728932,7.149161312801818,776,11.422903282004544,1,2032,1617,4398,3540,5117,5623,7123,7909,6956,7055,6030,4238,31021,2036,1.4561177287289322,69.33295016018255,66.12451466788187,18.104080569293867,87.4370307294764,Clinical,train
