cow_id,scan_number,day,conductivity_raw_mScm,temperature_C,conductivity_temp_adjusted_mScm,milk_pH,somatic_cell_count,milk_yield_L,clotting,as7343_F1,as7343_F2,as7343_FZ,as7343_F3,as7343_F4,as7343_F5,as7343_FY,as7343_FXL,as7343_F6,as7343_F7,as7343_F8,as7343_NIR,as7343_VIS,as7343_FD,conductivity_deviation,risk_label
C0400,1,3,4.645,35.48,4.647,6.52,152,24.1,0,1158,875,2517,2049,2940,3388,4286,4791,4513,4156,3924,2560,19522,1419,-0.042,Healthy
C0400,2,6,4.615,35.41,4.623,6.492,152,23.99,0,1242,972,2483,2012,2804,3498,4462,5025,4853,4329,4099,2767,19865,1406,-0.066,Healthy
C0400,3,9,4.758,35.51,4.757,6.503,153,24.26,0,1223,891,2562,2146,2905,3268,4180,4662,4595,4437,3907,2420,19060,1330,0.068,Healthy
C0400,4,12,4.702,35.41,4.71,6.471,165,24.54,0,1203,891,2622,2095,2851,3191,4319,5057,4750,3900,3912,2518,18962,1327,0.021,Healthy
C0400,5,15,4.776,35.37,4.788,6.444,161,24.08,0,1222,910,2636,2123,3205,3465,4366,4939,4713,4446,3934,2746,20392,1418,0.099,Healthy
C0400,6,18,4.66,35.35,4.673,6.505,150,23.76,0,1143,852,2465,2046,2841,3202,4177,5019,4394,4234,3895,2652,18441,1317,-0.016,Healthy
C0401,1,3,5.258,34.8,5.328,6.758,232,19.77,0,1195,932,2634,2237,2966,3753,4527,4960,4412,4127,4080,2510,19434,1428,0.639,Healthy
C0401,2,6,5.191,34.99,5.241,6.779,225,20.06,0,1222,898,2596,2184,2902,3166,4378,4426,4760,4220,3652,2500,18822,1349,0.552,Healthy
C0401,3,9,5.238,34.81,5.307,6.769,226,19.57,0,1184,894,2698,2007,2970,3499,4618,4819,4470,4165,3839,2575,19450,1385,0.618,Healthy
C0401,4,12,5.115,34.85,5.178,6.767,214,19.05,0,1239,890,2596,2070,3013,3457,4714,4665,4416,4376,3614,2447,19136,1346,0.489,Healthy
C0401,5,15,5.052,35.02,5.098,6.802,219,20.81,0,1182,871,2587,2155,3009,3277,4360,4739,4677,4017,3830,2493,19500,1367,0.409,Healthy
C0401,6,18,5.129,34.88,5.189,6.785,202,19.38,0,1150,908,2567,2206,2986,3260,4615,4968,4466,4186,3681,2662,19831,1384,0.5,Healthy
C0402,1,3,5.04,34.63,5.123,6.773,114,21.84,0,1197,971,2570,2052,2868,3249,4099,4433,4125,3580,3531,2366,17810,1326,0.434,Healthy
C0402,2,6,4.75,34.43,4.847,6.734,125,20.98,0,1176,868,2666,2189,2843,3064,4222,4243,4012,3741,3334,2406,18185,1397,0.158,Healthy
C0402,3,9,4.875,34.58,4.96,6.709,116,20.8,0,1213,891,2604,1953,2791,3353,3969,3993,3824,3767,3658,2404,17287,1368,0.271,Healthy
C0402,4,12,5.071,34.62,5.156,6.671,119,20.55,0,1189,905,2797,2193,2704,3592,4229,4450,4214,3697,3650,2489,18648,1378,0.467,Healthy
C0402,5,15,4.863,34.63,4.943,6.785,141,21.35,0,1211,938,2705,2118,2920,3290,4447,4459,3898,3971,3710,2410,19008,1443,0.254,Healthy
C0402,6,18,4.887,34.63,4.968,6.718,129,21.91,0,1246,912,2528,2192,2785,3162,4380,4428,3848,3832,3677,2399,18212,1316,0.279,Healthy
C0403,1,3,4.817,35.84,4.786,6.687,131,22.42,0,1184,879,2441,2003,2497,2877,3823,4535,4151,3996,3566,2450,17562,1341,0.097,Healthy
C0403,2,6,5.002,35.78,4.975,6.72,120,22.31,0,1273,901,2693,2082,2972,2998,4128,4761,4450,4072,3666,2587,19665,1392,0.286,Healthy
C0403,3,9,4.862,35.69,4.844,6.703,116,22.77,0,1226,867,2471,2045,2704,2980,4136,4560,4303,3579,3768,2395,18029,1361,0.155,Healthy
C0403,4,12,4.986,35.74,4.963,6.694,126,22.57,0,1146,863,2635,1958,2696,3196,4147,4648,4055,3950,3875,2628,17856,1295,0.274,Healthy
C0403,5,15,5.092,35.72,5.071,6.709,122,22.36,0,1215,878,2476,1928,2640,3384,4002,4356,4655,4167,3766,2521,18075,1311,0.382,Healthy
C0403,6,18,4.971,35.86,4.937,6.674,111,21.74,0,1242,845,2586,2100,2755,2979,3901,4671,4439,3991,3921,2602,19130,1400,0.248,Healthy
C0404,1,3,4.47,35.77,4.447,6.808,112,18.11,0,1160,808,2297,1993,2568,2950,3874,4659,4230,4074,3611,2345,17477,1384,-0.242,Healthy
C0404,2,6,4.429,35.89,4.396,6.845,113,17.69,0,1126,848,2423,1945,2618,2889,3809,4466,4321,3902,3564,2265,17329,1342,-0.293,Healthy
C0404,3,9,4.658,35.84,4.628,6.784,114,17.13,0,1104,804,2214,1787,2511,3002,3847,4555,4241,3697,3534,2243,17222,1264,-0.061,Healthy
C0404,4,12,4.358,36.03,4.314,6.793,105,17.27,0,1041,814,2302,1873,2624,2947,3686,4530,4067,3935,3358,2343,17500,1265,-0.375,Healthy
C0404,5,15,4.502,35.92,4.466,6.794,111,17.73,0,1062,862,2353,1847,2583,3037,4037,4792,4335,3813,3365,2340,17365,1268,-0.223,Healthy
C0404,6,18,4.321,35.96,4.283,6.793,100,18.61,0,1036,782,2281,1862,2650,2858,3813,4225,4160,3787,3377,2151,16927,1310,-0.406,Healthy
C0405,1,3,4.754,35.33,4.769,6.582,187,20.45,0,1151,923,2611,2223,2925,3499,4380,4876,4630,4209,3648,2420,18962,1403,0.08,Healthy
C0405,2,6,4.628,35.14,4.66,6.577,188,20.01,0,1286,912,2623,2178,3031,3448,4093,5014,4494,4079,3471,2391,19259,1439,-0.029,Healthy
C0405,3,9,4.594,35.16,4.624,6.562,189,19.81,0,1190,876,2618,2211,2926,3367,4283,4626,4434,4311,3327,2340,19436,1396,-0.065,Healthy
C0405,4,12,4.649,35.21,4.675,6.566,172,19.72,0,1273,883,2547,2121,3034,3372,4268,4981,4413,4428,3458,2254,19321,1428,-0.014,Healthy
C0405,5,15,4.599,35.13,4.631,6.59,178,20.67,0,1164,939,2543,2113,2826,3303,4661,4622,4372,4020,3709,2268,19695,1445,-0.058,Healthy
C0405,6,18,4.895,35.13,4.929,6.543,187,19.84,0,1266,922,2611,2140,3023,3251,4151,4768,4333,4037,3616,2355,18591,1429,0.24,Healthy
C0406,1,3,4.605,34.25,4.714,6.8,173,19.93,0,1264,1027,2749,2146,2917,3616,4594,4559,4415,4168,3825,2511,19587,1498,0.025,Healthy
C0406,2,6,4.599,34.18,4.714,6.865,160,20.53,0,1175,954,2571,2122,2987,3444,4482,4335,4271,4209,3547,2431,19436,1460,0.025,Healthy
C0406,3,9,4.567,34.24,4.676,6.806,163,20.73,0,1315,909,2782,2153,2959,3501,4321,4436,4356,4162,3750,2582,19541,1482,-0.013,Healthy
C0406,4,12,4.644,34.15,4.763,6.847,163,20.14,0,1302,968,2684,2172,2890,3270,4812,4962,4581,4232,3766,2434,20806,1493,0.074,Healthy
C0406,5,15,4.543,34.16,4.659,6.79,167,20.26,0,1278,942,2728,2242,2981,3544,4875,4656,4421,4367,3849,2479,19990,1418,-0.03,Healthy
C0406,6,18,4.6,34.15,4.718,6.818,173,20.86,0,1270,992,2621,2105,3007,3463,4424,4654,4426,4041,4119,2511,18878,1387,0.029,Healthy
C0407,1,3,4.429,35.63,4.418,6.672,170,19.54,0,1094,794,2503,1810,2752,3056,4023,4563,4168,3993,3535,2269,17859,1326,-0.271,Healthy
C0407,2,6,5.162,36.08,5.105,6.721,204,19.94,0,1182,848,2759,2135,2964,3523,4813,4774,4581,4283,3694,2539,19423,1409,0.416,Healthy
C0407,3,9,4.975,36.26,4.903,6.792,263,16.03,0,1181,886,2560,1976,3133,3577,4859,5286,5031,4491,3728,2743,20497,1477,0.214,Healthy
C0407,4,12,5.341,36.75,5.214,6.881,370,13.55,0,1298,962,2976,2354,3289,4172,4957,5857,5079,4990,4165,2841,22829,1598,0.525,Subclinical
C0407,5,15,5.506,37.23,5.325,6.987,477,11.12,1,1785,1216,3608,2885,4225,4972,6467,6433,6659,6053,5303,3674,27851,1861,0.636,Subclinical
C0407,6,18,5.98,37.81,5.718,7.11,611,8.3,1,1980,1331,4111,3136,4352,4532,5520,7022,6822,6384,6011,3626,27959,1882,1.029,Clinical
C0408,1,3,4.879,35.76,4.855,6.633,123,26.49,0,1229,900,2555,2151,2714,3058,4307,4167,4213,3773,3297,2283,17774,1364,0.166,Healthy
C0408,2,6,4.854,35.63,4.842,6.627,93,27.17,0,1156,907,2473,1981,2710,2872,3913,4173,3965,4057,3174,2337,17602,1279,0.153,Healthy
C0408,3,9,4.886,35.7,4.867,6.607,102,26.03,0,1139,825,2280,2062,2748,3168,4038,4517,4235,3870,3397,2260,18097,1406,0.178,Healthy
C0408,4,12,4.882,35.72,4.862,6.653,111,26.88,0,1108,893,2394,1999,2660,3035,3784,4247,3835,3648,3225,2237,16685,1316,0.173,Healthy
C0408,5,15,4.868,35.67,4.852,6.655,128,27.37,0,1137,861,2530,2035,2742,3109,3846,4538,4059,4113,3443,2303,17595,1322,0.163,Healthy
C0408,6,18,4.916,35.67,4.9,6.609,113,27.82,0,1122,869,2496,1986,2677,2901,3988,4413,4049,3615,3210,2358,17331,1196,0.211,Healthy
C0409,1,3,4.584,34.8,4.645,6.734,150,16.84,0,1239,814,2391,2066,2742,3241,4387,4286,4224,3752,3459,2489,17587,1219,-0.044,Healthy
C0409,2,6,4.662,34.91,4.714,6.79,141,15.37,0,1262,907,2506,2024,2946,3143,4154,4792,4398,4041,3548,2360,18030,1347,0.025,Healthy
C0409,3,9,4.379,34.72,4.444,6.756,155,16.6,0,1218,828,2621,1995,2764,3186,4088,4732,4598,4007,3673,2550,18239,1384,-0.245,Healthy
C0409,4,12,4.571,34.8,4.632,6.721,157,15.71,0,1164,914,2484,2114,2691,3313,4344,4761,4549,4193,3658,2604,19072,1479,-0.057,Healthy
C0409,5,15,4.682,34.77,4.747,6.737,151,16.36,0,1199,880,2531,2049,2695,3119,4386,4484,4321,3733,3396,2254,18263,1336,0.058,Healthy
C0409,6,18,4.554,34.72,4.621,6.732,154,15.71,0,1154,879,2630,1906,2937,3097,4058,4654,4248,4051,3388,2401,18197,1328,-0.068,Healthy
C0411,1,3,4.479,35.5,4.479,6.535,152,23.81,0,1279,978,2898,2174,3129,3622,4544,4615,4211,3829,4016,2583,19757,1480,-0.21,Healthy
C0411,2,6,4.449,35.52,4.447,6.58,168,23.77,0,1275,955,2711,2216,3008,3268,4677,4640,4435,3969,3968,2622,19498,1403,-0.242,Healthy
C0411,3,9,4.614,35.5,4.614,6.607,147,24.32,0,1180,955,2711,2254,3060,3490,4599,4410,3840,3989,3866,2561,19256,1409,-0.075,Healthy
C0411,4,12,4.464,35.59,4.456,6.556,164,23.96,0,1370,995,2869,2347,3091,3643,4443,4628,4266,4080,3946,2855,19323,1451,-0.233,Healthy
C0411,5,15,4.426,35.56,4.421,6.581,158,23.71,0,1208,925,2719,2168,2979,3392,4664,4467,4027,3842,3771,2615,18696,1366,-0.268,Healthy
C0411,6,18,4.418,35.42,4.425,6.542,154,24.37,0,1238,919,2811,2128,2974,3396,4595,4820,4332,4089,3878,2585,18911,1357,-0.264,Healthy
C0412,1,3,5.371,35.83,5.337,6.605,189,21.56,0,1193,914,2539,2022,2961,3391,4637,4653,4620,4257,3671,2511,18433,1306,0.648,Healthy
C0412,2,6,5.062,35.9,5.024,6.582,186,21.9,0,1167,915,2437,2070,2842,3209,4303,4468,4487,3931,3638,2400,18546,1323,0.335,Healthy
C0412,3,9,5.279,35.81,5.248,6.562,183,22.74,0,1269,915,2535,2186,3104,3459,4466,5353,4775,3830,3773,2450,20333,1439,0.559,Healthy
C0412,4,12,5.135,35.77,5.109,6.583,185,22.32,0,1178,885,2481,2122,2716,3393,4339,4732,4468,4158,3709,2348,18829,1429,0.42,Healthy
C0412,5,15,5.389,35.98,5.34,6.62,186,21.72,0,1225,900,2582,2115,3063,3434,4490,4912,4551,4166,3527,2610,19212,1373,0.651,Healthy
C0412,6,18,5.187,35.73,5.164,6.573,175,21.96,0,1170,892,2603,2098,2692,3307,4479,4755,4725,3900,3630,2359,18560,1361,0.475,Healthy
C0413,1,3,4.433,35.51,4.432,6.616,97,16.78,0,998,738,2151,1848,2444,2803,3616,3966,3346,3560,3161,2106,16143,1192,-0.257,Healthy
C0413,2,6,4.512,35.61,4.503,6.578,104,17.59,0,973,710,2120,1754,2264,2735,3455,3872,3785,3460,2900,1967,15605,1211,-0.186,Healthy
C0413,3,9,4.606,35.54,4.602,6.603,77,16.8,0,848,708,1980,1643,2247,2439,3383,3643,3523,3232,2789,1842,14696,1171,-0.087,Healthy
C0413,4,12,4.563,35.5,4.563,6.574,102,16.79,0,987,733,2073,1693,2402,2598,3631,4036,3616,3414,2865,2047,15163,1200,-0.126,Healthy
C0413,5,15,4.336,35.65,4.324,6.581,98,16.64,0,1030,765,2145,1790,2278,2755,3924,3882,3524,2994,3054,2188,15269,1269,-0.365,Healthy
C0413,6,18,4.576,35.65,4.563,6.576,103,17.04,0,1100,753,2104,1719,2454,2752,3510,3913,3449,3425,2821,2225,15840,1221,-0.126,Healthy
C0414,1,3,4.656,35.54,4.652,6.675,169,19.24,0,1218,973,2829,2276,3095,3239,4662,5430,4720,4300,4025,2738,20086,1468,-0.037,Healthy
C0414,2,6,5.031,36.11,4.973,6.732,200,18.02,0,1375,972,2826,2476,3268,3663,4908,5464,5293,4642,4366,2908,21348,1499,0.284,Healthy
C0414,3,9,5.167,36.56,5.063,6.813,245,16.0,0,1393,1067,2859,2518,3292,3983,4635,5788,4868,5121,4489,3203,23130,1720,0.374,Healthy
C0414,4,12,5.501,37.09,5.335,6.916,322,13.82,0,1563,1086,3180,2544,3555,3918,4994,5724,5854,5459,4681,3198,23516,1682,0.646,Subclinical
C0414,5,15,5.852,37.8,5.596,7.039,442,11.77,0,1516,1173,3491,2681,3602,4520,5505,6337,5966,5860,5203,3391,25117,1771,0.907,Subclinical
C0414,6,18,6.34,38.57,5.97,7.18,559,9.4,0,1748,1289,3682,2962,3736,4826,5693,6933,6676,6011,5512,3793,26931,1880,1.281,Clinical
C0415,1,3,4.882,36.26,4.812,6.768,215,24.83,0,1228,995,2802,2278,3025,3619,4680,5156,4683,4678,4132,2853,20271,1499,0.123,Healthy
C0415,2,6,5.106,36.14,5.044,6.753,224,24.53,0,1343,1002,3033,2400,3256,3779,4749,5513,5274,4608,4039,2896,21642,1591,0.355,Healthy
C0415,3,9,4.95,36.05,4.898,6.759,204,25.0,0,1261,941,2691,2228,3045,3515,4457,5169,4846,4202,3995,2694,20838,1488,0.209,Healthy
C0415,4,12,4.97,36.05,4.918,6.775,224,23.84,0,1305,935,2699,2275,3068,3562,4659,5360,4858,4607,3692,2867,20834,1598,0.229,Healthy
C0415,5,15,4.935,36.0,4.888,6.756,219,24.77,0,1230,997,2776,2304,3122,3454,5009,5014,4723,4561,4010,2669,19921,1376,0.199,Healthy
C0415,6,18,4.977,36.0,4.93,6.776,206,24.97,0,1313,954,2662,2241,3107,3445,4489,5268,4795,4299,4347,2707,20019,1439,0.241,Healthy
C0416,1,3,4.444,35.38,4.454,6.585,122,19.48,0,1103,791,2375,1871,2515,2845,3856,4276,3913,3805,3371,2170,16992,1362,-0.235,Healthy
C0416,2,6,4.627,35.32,4.643,6.615,127,19.45,0,1100,772,2354,1932,2703,3053,3906,4433,4150,3848,3065,2309,16988,1277,-0.046,Healthy
C0416,3,9,4.487,35.58,4.48,6.605,122,19.5,0,1144,840,2535,2089,2702,3325,4023,4517,4300,3948,3215,2061,18072,1374,-0.209,Healthy
C0416,4,12,4.365,35.36,4.377,6.624,137,20.02,0,1072,819,2406,1986,2699,2929,3881,4711,4207,3967,3304,2311,17438,1288,-0.312,Healthy
C0416,5,15,4.555,35.36,4.567,6.645,123,19.33,0,1100,821,2333,1852,2764,2980,3812,4175,3596,3651,3223,2138,16659,1286,-0.122,Healthy
C0416,6,18,4.642,35.52,4.64,6.619,122,19.43,0,1063,776,2426,1934,2651,3019,3854,4322,4216,3639,3308,2309,17322,1287,-0.049,Healthy
C0417,1,3,4.976,35.58,4.968,6.688,193,27.87,0,1472,1043,2982,2533,3435,3880,5139,5436,4971,4631,4508,2918,22331,1631,0.279,Healthy
C0417,2,6,4.893,35.31,4.911,6.699,198,28.29,0,1432,1012,3214,2527,3517,4065,5149,5400,4482,4733,4115,2660,21521,1547,0.222,Healthy
C0417,3,9,4.846,35.53,4.843,6.726,196,27.74,0,1364,1046,3161,2520,3149,3663,4900,4679,4512,4612,4165,2951,20800,1415,0.154,Healthy
C0417,4,12,5.138,35.49,5.139,6.709,180,27.71,0,1352,1059,2987,2448,3334,3539,4882,5023,4641,4739,3896,2782,20944,1465,0.45,Healthy
C0417,5,15,4.813,35.48,4.815,6.705,188,28.05,0,1414,1043,2922,2517,3415,3711,4805,5228,4799,4477,4194,2594,21191,1472,0.126,Healthy
C0417,6,18,4.889,35.55,4.884,6.666,188,27.26,0,1384,957,3036,2339,3196,3563,4762,4909,4464,4146,4058,2657,19976,1512,0.195,Healthy
C0418,1,3,4.811,35.58,4.804,6.678,155,22.39,0,1221,909,2771,2292,2794,3071,4193,5069,4470,4463,4028,2723,19358,1359,0.115,Healthy
C0418,2,6,4.708,35.89,4.673,6.74,194,18.04,0,1195,941,2703,2269,2878,3360,4576,5108,4761,4312,4117,2620,20100,1443,-0.016,Healthy
C0418,3,9,5.342,36.0,5.291,6.829,253,19.39,0,1461,1006,3244,2576,3378,3660,4715,5607,5508,4707,4475,2950,21616,1634,0.602,Healthy
C0418,4,12,5.686,36.55,5.573,6.941,348,15.61,0,1429,1119,3412,2707,3281,4019,5131,6088,5767,5315,4645,3325,24546,1756,0.884,Subclinical
C0418,5,15,6.124,36.9,5.961,7.075,459,12.5,1,1965,1627,4409,3894,4617,5445,7404,8574,7200,7468,6442,4306,33228,2139,1.272,Subclinical
C0418,6,18,6.65,37.37,6.414,7.23,591,10.1,1,2076,1607,4690,3878,5244,5107,6712,8383,8025,7515,7067,4545,31967,2068,1.725,Clinical
C0419,1,3,5.124,35.31,5.142,6.497,151,21.87,0,1235,891,2770,2128,3024,3489,4512,4936,4669,4646,4228,2861,20605,1439,0.453,Healthy
C0419,2,6,5.19,35.29,5.211,6.494,146,22.69,0,1239,954,2819,2295,3244,3475,4848,5228,5265,4512,4068,2801,21641,1550,0.522,Healthy
C0419,3,9,5.144,35.32,5.162,6.464,154,21.79,0,1216,957,2690,2262,3190,3530,4724,5287,4990,4490,4109,2723,20460,1453,0.473,Healthy
C0419,4,12,5.23,35.35,5.245,6.475,142,21.35,0,1228,1031,2679,2399,3075,3523,4308,5006,5051,4650,4141,2700,20513,1489,0.556,Healthy
C0419,5,15,4.991,35.18,5.021,6.471,146,22.78,0,1249,970,2521,2231,2867,3331,4124,5130,4719,4260,4416,2699,19504,1437,0.332,Healthy
C0419,6,18,5.258,35.16,5.292,6.481,148,22.09,0,1204,969,2777,2362,3030,3419,4404,4986,4848,4637,4002,2787,19677,1434,0.603,Healthy
C0420,1,3,4.618,35.07,4.656,6.67,181,23.93,0,1207,905,2537,2081,3260,3429,4672,4609,4274,4059,4003,2677,19636,1437,-0.033,Healthy
C0420,2,6,4.532,35.17,4.56,6.706,160,23.34,0,1258,920,2568,2140,3077,3270,4621,4625,4349,4054,3709,2593,18427,1367,-0.129,Healthy
C0420,3,9,4.849,35.04,4.891,6.666,158,23.38,0,1233,889,2847,2058,3154,3588,4522,4601,4519,4168,3840,2675,19692,1398,0.202,Healthy
C0420,4,12,4.635,34.91,4.687,6.684,166,22.82,0,1204,926,2706,1966,3003,3322,4404,4450,4167,3805,3595,2602,19153,1338,-0.002,Healthy
C0420,5,15,4.651,35.07,4.689,6.694,166,23.63,0,1097,879,2301,1958,2932,3371,4236,4347,3960,3486,3558,2390,17113,1294,0.0,Healthy
C0420,6,18,4.694,34.79,4.757,6.66,169,23.35,0,1284,891,2471,2200,2975,3434,4453,4455,4125,4050,3896,2456,18699,1343,0.068,Healthy
C0421,1,3,4.637,35.37,4.648,6.433,107,22.78,0,1169,929,2511,2012,3137,3589,4812,5307,4850,4481,3544,2587,20798,1538,-0.041,Healthy
C0421,2,6,4.642,35.41,4.65,6.463,99,21.8,0,1162,865,2435,2049,2959,3332,4481,4795,4676,4168,3607,2504,19326,1357,-0.039,Healthy
C0421,3,9,4.358,35.45,4.362,6.467,125,23.64,0,1271,871,2480,2215,3106,3436,4688,4724,4857,4606,3616,2494,20331,1452,-0.327,Healthy
C0421,4,12,4.307,35.58,4.3,6.455,110,22.23,0,1195,933,2605,2167,3001,3750,4763,5234,4700,4651,3636,2435,20178,1467,-0.389,Healthy
C0421,5,15,4.741,35.42,4.748,6.439,122,22.72,0,1238,924,2744,2331,3150,3621,5008,5160,5141,4445,3591,2767,20539,1536,0.059,Healthy
C0421,6,18,4.458,35.53,4.455,6.497,125,23.01,0,1198,927,2710,2118,3058,3679,4639,4972,4540,4161,4015,2430,19762,1419,-0.234,Healthy
C0422,1,3,4.592,36.3,4.522,6.631,140,20.52,0,1220,982,2624,2122,3288,3358,4805,4912,4662,4372,3897,2626,20160,1467,-0.167,Healthy
C0422,2,6,4.536,36.48,4.452,6.636,149,18.8,0,1263,911,2675,2098,3044,3540,4957,4978,4751,4471,3858,2575,20510,1506,-0.237,Healthy
C0422,3,9,4.67,36.36,4.594,6.627,160,19.25,0,1283,939,2760,2173,3214,3773,4684,4820,4585,4209,4117,2623,20292,1500,-0.095,Healthy
C0422,4,12,4.814,36.38,4.734,6.642,139,19.14,0,1186,960,2618,2041,2956,3288,4444,4972,4243,4277,3785,2498,19587,1444,0.045,Healthy
C0422,5,15,4.713,36.29,4.642,6.665,174,19.38,0,1246,982,2852,2099,3231,3963,5150,5190,4779,4446,4071,2502,21090,1591,-0.047,Healthy
C0422,6,18,4.37,36.25,4.308,6.644,128,20.46,0,1176,879,2644,2248,3061,3472,4669,5058,4615,4112,3969,2578,19384,1398,-0.381,Healthy
C0425,1,3,4.446,36.42,4.368,6.747,165,22.58,0,1153,942,2725,2121,3155,3393,4233,5258,4902,4366,3831,2678,20228,1400,-0.321,Healthy
C0425,2,6,4.242,36.22,4.184,6.741,162,23.04,0,1176,893,2575,2139,3021,3553,4286,5273,4616,4313,3682,2469,19653,1392,-0.505,Healthy
C0425,3,9,4.523,36.18,4.465,6.751,153,21.98,0,1179,909,2626,2332,2987,3279,4343,4985,4655,4148,3614,2445,19151,1365,-0.224,Healthy
C0425,4,12,4.528,36.29,4.46,6.754,166,22.45,0,1209,909,2596,2166,2770,3458,4460,4794,4437,4397,3880,2494,19548,1500,-0.229,Healthy
C0425,5,15,4.491,36.16,4.435,6.741,172,22.33,0,1169,935,2745,2159,2901,3320,4427,5042,4622,4343,3668,2261,19685,1372,-0.254,Healthy
C0425,6,18,4.582,36.29,4.513,6.725,167,21.99,0,1155,917,2826,2186,3008,3387,4524,4581,4533,4272,3759,2549,19285,1425,-0.176,Healthy
C0427,1,3,4.45,35.17,4.478,6.776,130,22.92,0,1044,791,2375,1853,2535,2908,3887,4670,4375,3655,3439,2419,17473,1409,-0.211,Healthy
C0427,2,6,4.143,35.17,4.169,6.781,148,22.77,0,1113,815,2399,1854,2683,2987,4190,4994,4384,4344,3673,2425,18149,1387,-0.52,Healthy
C0427,3,9,4.277,35.14,4.306,6.765,138,23.44,0,1059,820,2275,1863,2645,3008,3953,4675,4338,4239,3728,2381,16981,1339,-0.383,Healthy
C0427,4,12,4.527,35.25,4.549,6.785,129,22.72,0,1083,812,2386,1799,2533,3015,3902,4854,4422,4064,3461,2396,17312,1331,-0.14,Healthy
C0427,5,15,4.201,35.26,4.22,6.807,150,23.34,0,1066,840,2395,1808,2722,2958,3933,4998,4382,4113,3457,2437,18007,1388,-0.469,Healthy
C0427,6,18,4.395,35.29,4.413,6.793,152,22.68,0,1111,816,2365,1856,2649,2934,4082,4886,4401,4432,3679,2472,18931,1478,-0.276,Healthy
C0428,1,3,5.3,36.06,5.244,6.575,90,16.84,0,1157,783,2437,2030,2708,3248,4326,4596,4246,4119,3492,2511,19224,1387,0.555,Healthy
C0428,2,6,5.281,36.08,5.223,6.598,101,17.01,0,1201,864,2477,2148,2925,3115,4280,4819,4597,4433,3721,2640,19041,1430,0.534,Healthy
C0428,3,9,5.27,35.94,5.226,6.596,107,17.07,0,1201,813,2395,1903,2768,3107,4049,4959,4592,4191,3697,2525,18722,1349,0.537,Healthy
C0428,4,12,5.068,35.88,5.031,6.579,107,16.61,0,1168,864,2416,2096,2840,3136,4041,4723,4221,4078,3363,2414,18281,1264,0.342,Healthy
C0428,5,15,5.233,36.01,5.182,6.558,95,16.89,0,1147,803,2470,1912,2651,2969,3950,4609,4273,4210,3725,2369,18140,1360,0.493,Healthy
C0428,6,18,5.218,36.0,5.168,6.59,109,16.84,0,1113,818,2322,2029,2774,2941,3877,4811,4413,4134,3770,2427,18037,1348,0.479,Healthy
C0430,1,3,4.804,36.5,4.713,6.696,189,17.6,0,1118,882,2432,2142,2495,2952,3540,4103,3918,3520,3559,2305,16856,1304,0.024,Healthy
C0430,2,6,4.914,36.26,4.843,6.691,210,17.13,0,1202,929,2636,2013,2680,3073,3933,4480,4307,3935,3505,2324,17958,1304,0.154,Healthy
C0430,3,9,5.05,36.56,4.948,6.667,184,16.69,0,1120,882,2445,1992,2713,2993,3576,4551,3955,3650,3397,2109,17518,1271,0.259,Healthy
C0430,4,12,4.946,36.48,4.854,6.681,184,17.06,0,1092,805,2199,1911,2616,3104,3833,4414,3821,3728,3352,2302,17524,1270,0.165,Healthy
C0430,5,15,4.784,36.42,4.7,6.668,204,16.53,0,1114,866,2791,1995,2638,3010,3839,4401,3845,3779,3528,2335,17243,1285,0.011,Healthy
C0430,6,18,5.06,36.37,4.976,6.655,186,17.2,0,1132,859,2422,1815,2486,2877,3681,4180,4321,3784,3283,2298,16975,1286,0.287,Healthy
C0431,1,3,4.732,35.85,4.701,6.679,183,18.16,0,1160,844,2530,2144,3276,3320,4750,4516,4087,4026,3611,2399,19562,1436,0.012,Healthy
C0431,2,6,4.768,35.81,4.74,6.717,195,18.72,0,1170,873,2436,2081,3225,3562,4617,4775,4334,4388,3610,2394,19489,1385,0.051,Healthy
C0431,3,9,4.83,35.78,4.804,6.679,193,18.94,0,1188,858,2420,2127,3088,3604,4634,4616,4351,4099,3425,2351,18905,1289,0.115,Healthy
C0431,4,12,4.696,35.86,4.664,6.686,194,18.74,0,1122,877,2459,1977,3006,3381,4529,4292,4217,4001,3460,2341,18577,1353,-0.025,Healthy
C0431,5,15,4.77,35.82,4.741,6.686,189,20.15,0,1236,890,2608,2095,3066,3480,4536,4541,4482,3884,3754,2527,19110,1443,0.052,Healthy
C0431,6,18,4.804,35.82,4.775,6.701,199,18.65,0,1134,870,2606,2135,3117,3567,4477,4554,4321,3986,3567,2160,19478,1404,0.086,Healthy
C0432,1,3,4.304,35.29,4.321,6.756,129,23.27,0,1095,790,2408,1938,2684,2889,3904,4308,3919,3570,3328,2350,17038,1284,-0.368,Healthy
C0432,2,6,4.257,35.49,4.258,6.803,124,23.0,0,1013,797,2212,1875,2603,2979,3590,4125,3878,3661,3416,2176,16571,1190,-0.431,Healthy
C0432,3,9,4.485,35.23,4.508,6.784,148,23.46,0,1072,797,2144,1846,2572,2900,4077,4004,3948,3659,3359,2226,16734,1276,-0.181,Healthy
C0432,4,12,4.37,35.19,4.396,6.762,147,23.66,0,1032,830,2368,1883,2482,2756,3902,4432,3970,3648,3189,2319,16985,1303,-0.293,Healthy
C0432,5,15,4.386,35.26,4.406,6.765,138,23.47,0,1100,772,2279,1810,2579,2864,3766,4030,3960,3730,3242,2200,17177,1269,-0.283,Healthy
